effect,component,group,term,estimate,std.error,statistic,p.value,scale,formula,response_name,response_tier,n,ci_ub,ci_lb,sig,percent_change,ci_ub_percent_change,ci_lb_percent_change,clean_response,clean_response_tier
fixed,cond,,Intercept,-0.0360495705361043,0.0298014079441435,-1.20965997994698,0.226409392328875,site,1,functional_specialization_site,functional_diversity,6,0.022361189034417,-0.0944603301066256,non-significant,-3.54075230682169,2.26130744036124,-9.01361718888407,Plant Functional Specialization,"Functional
Diversity"
fixed,cond,,Intercept,0.131599094615072,0.0565572046261659,2.32683166512421,0.0199742263699019,plot,1 + (1 | exclosure_id/cluster_id),functional_diversity_plot,functional_diversity,108,0.242451215682357,0.0207469735477868,significant,14.0650934487391,27.4369078421035,2.09636881326598,Plant Functional Diversity,"Functional
Diversity"
fixed,cond,,Intercept,0.0958062423755718,0.0665095552845042,1.44048839246852,0.149729271688081,cluster,1 + (1 | exclosure_id),functional_diversity_cluster,functional_diversity,36,0.2261649707332,-0.0345524859820563,non-significant,10.0545804193695,25.3782485633993,-3.39623650781137,Plant Functional Diversity,"Functional
Diversity"
fixed,cond,,Intercept,0.115486913998198,0.0923480338677215,1.25056169754107,0.211094432276531,site,1,functional_diversity_site,functional_diversity,6,0.296489060378932,-0.0655152323825361,non-significant,12.2419826464304,34.5127844727853,-6.34152197666784,Plant Functional Diversity,"Functional
Diversity"
fixed,cond,,Intercept,-0.370208341294141,0.124100282552724,-2.98313858501375,0.0028530877495264,plot,1 + (1 | exclosure_id/cluster_id),functional_nearerst_neighbour_distance_plot,functional_diversity,105,-0.126971787490801,-0.61344489509748,significant,-30.9409562856999,-11.9241479345492,-45.8517697315086,Plant Functional Distance,"Functional
Diversity"
fixed,cond,,Intercept,-0.343902465986042,0.127441159440383,-2.69851959520912,0.00696486374462732,cluster,1 + (1 | exclosure_id),functional_nearerst_neighbour_distance_cluster,functional_diversity,36,-0.0941177934828923,-0.593687138489192,significant,-29.1001923894437,-8.98244568212369,-44.771283332246,Plant Functional Distance,"Functional
Diversity"
fixed,cond,,Intercept,-0.12425329367144,0.103593216431887,-1.19943465364971,0.230358979681564,site,1,functional_nearerst_neighbour_distance_site,functional_diversity,6,0.0787894105350588,-0.327295997877939,non-significant,-11.6843885305012,8.19764452362453,-27.9129664645478,Plant Functional Distance,"Functional
Diversity"
fixed,cond,,Intercept,0.214704551644317,0.0964951740178621,2.22502890771069,0.0260792975953038,plot,1 + (1 | exclosure_id/cluster_id),plant_evenness_plot,dominance,105,0.403835092719327,0.0255740105693071,significant,23.9495635915606,49.7556968547093,2.59038311873872,Plant Evenness,Dominance
fixed,cond,,Intercept,0.175882397640183,0.0585328395761896,3.00484990842184,0.00265711933351014,cluster,1 + (1 | exclosure_id),plant_evenness_cluster,dominance,36,0.290606763209515,0.0611580320708517,significant,19.2297833366611,33.7238629117791,6.30668995769002,Plant Evenness,Dominance
fixed,cond,,Intercept,0.178451612062352,0.0472179854977722,3.7793143900807,0.000157260766412072,site,1,plant_evenness_site,dominance,6,0.270998863637986,0.0859043604867189,significant,19.5365040624995,31.1273580302254,8.97021047423436,Plant Evenness,Dominance
fixed,cond,,Intercept,0.356116346732955,0.133592817271263,2.66568483251501,0.00768316838893056,plot,1 + (1 | exclosure_id/cluster_id),shannon_diversity_plot,taxonomic_diversity,105,0.617958268584631,0.09427442488128,significant,42.7773655400852,85.5136482054909,9.88612594145366,Shannon Diversity,"Taxonomic
Diversity"
fixed,cond,,Intercept,0.265617728332224,0.0786146386333407,3.37873114918287,0.000728211851145196,cluster,1 + (1 | exclosure_id),shannon_diversity_cluster,taxonomic_diversity,36,0.419702420053571,0.111533036610876,significant,30.423639075942,52.1508717761521,11.7990678018433,Shannon Diversity,"Taxonomic
Diversity"
fixed,cond,,Intercept,0.218307627474065,0.0647429838706072,3.37191174120683,0.000746483658605125,site,1,shannon_diversity_site,taxonomic_diversity,6,0.345203875860455,0.0914113790876745,significant,24.3969688016709,41.2277819674418,9.57196687130115,Shannon Diversity,"Taxonomic
Diversity"
fixed,cond,,Intercept,-0.133228573093821,0.0356449272872499,-3.73765871424505,0.000185741838705478,plot,1 + (1 | exclosure_id/cluster_id),point_return_fraction_plot,structure,107,-0.063364515610811,-0.203092630576831,significant,-12.4734992787981,-6.13987234927992,-18.3797367396849,Vegetation Density,"Vegetation
Structure"
fixed,cond,,Intercept,-0.128915769994814,0.0347257163064878,-3.71240059836372,0.000205302700342802,cluster,1 + (1 | exclosure_id),point_return_fraction_cluster,structure,36,-0.060853366034098,-0.19697817395553,significant,-12.0951995354628,-5.90387934660699,-17.8791443148462,Vegetation Density,"Vegetation
Structure"
fixed,cond,,Intercept,-0.142069263419298,0.0314893218489319,-4.51166475101834,6.43207946804037e-06,site,1,point_return_fraction_site,structure,6,-0.0803501925953913,-0.203788334243204,significant,-13.2438835847841,-7.72068655260412,-18.436500508415,Vegetation Density,"Vegetation
Structure"
fixed,cond,,Intercept,-0.3810488738071,0.07092438604748,-5.37260729408371,7.76062228778643e-08,plot,1 + (1 | exclosure_id/cluster_id),mean_point_height_plot,structure,107,-0.242037077154039,-0.520060670460161,significant,-31.685549906857,-21.4972929557387,-40.5515520770862,Vegetation Height,"Vegetation
Structure"
fixed,cond,,Intercept,-0.384586208716486,0.075520148690663,-5.09249803376029,3.53376380371934e-07,cluster,1 + (1 | exclosure_id),mean_point_height_cluster,structure,36,-0.236566717282787,-0.532605700150185,significant,-31.9267740990777,-21.0666781622352,-41.2926761896276,Vegetation Height,"Vegetation
Structure"
fixed,cond,,Intercept,-0.418506717577904,0.0916786374340905,-4.56493169282513,4.99657005232232e-06,site,1,mean_point_height_site,structure,6,-0.238816588207087,-0.598196846948722,significant,-34.1971290781786,-21.2440683206887,-45.0197879800924,Vegetation Height,"Vegetation
Structure"
